fiscal_year,agency,state,value
20200324,三統食品有限公司,沅益食品有限公司,1
20200324,巨富工業有限公司,新北食品股份有限公司,1
20200324,巨富食品股份有限公司,食家安飲食文化股份有限公司,1
20200324,泓霖食品有限公司,統鮮美食股份有限公司,1
20200324,盛隆食品有限公司,愛欣食品有限公司,1
20200324,雅勝冷凍食品股份有限公司,沅益食品有限公司,2
20200324,三統食品有限公司,珍品軒食品有限公司,2
20200324,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200324,佳晉食品有限公司,沅益食品有限公司,1
20200324,洽富實業股份有限公司,食家安飲食文化股份有限公司,2
20200324,超秦企業股份有限公司,全盛美食有限公司,2
20200324,巨富工業有限公司,寬大食品有限公司,1
20200324,今元肉品股份有限公司,雙翼食品有限公司,1
20200324,三統食品有限公司,全盛美食有限公司,1
20200324,三統食品有限公司,統鮮美食股份有限公司,2
20200324,家騏有限公司,久翔食品股份有限公司,4
20200324,萬偉股份有限公司,久翔食品股份有限公司,1
20200324,三統食品有限公司,上將食品有限公司,1
20200324,洽富實業股份有限公司,雙翼食品有限公司,2
20200324,家騏有限公司,全盛美食有限公司,1
20200324,復進企業股份有限公司,統鮮美食股份有限公司,2
20200324,上德食品有限公司,統鮮美食股份有限公司,1
20200324,尚品肉鬆實業有限公司,食家安飲食文化股份有限公司,1
20200325,冠霖物流有限公司,上將食品有限公司,1
20200325,祥亮行銷事業股份有限公司,統鮮美食股份有限公司,1
20200325,三統食品有限公司,沅益食品有限公司,1
20200325,中央畜產有限公司,雙翼食品有限公司,1
20200325,泓霖食品工業有限公司,上將食品有限公司,1
20200325,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,2
20200325,冠霖物流有限公司,全盛美食有限公司,1
20200325,冠霖物流有限公司,雙翼食品有限公司,1
20200325,澤宇冷凍食品有限公司,寬大食品有限公司,4
20200325,建佑食品有限公司,沅益食品有限公司,1
20200325,道霖有限公司,久翔食品股份有限公司,1
20200325,巨富工業有限公司,寬大食品有限公司,1
20200325,冠霖物流有限公司,愛欣食品有限公司,2
20200325,家騏有限公司,久翔食品股份有限公司,2
20200325,復進企業股份有限公司,統鮮美食股份有限公司,1
20200325,盛隆食品有限公司,愛欣食品有限公司,2
20200325,萬偉股份有限公司,全盛美食有限公司,5
20200325,三統食品有限公司,統鮮美食股份有限公司,2
20200325,三統食品有限公司,上將食品有限公司,1
20200325,上耀商行,上將食品有限公司,1
20200325,台灣卜蜂企業股份有限公司,雙翼食品有限公司,1
20200325,三統食品有限公司,珍品軒食品有限公司,3
20200325,中華民國全國漁會,雙翼食品有限公司,1
20200325,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200325,林岵屺企業股份有限公司,食家安飲食文化股份有限公司,1
20200325,佳晉食品有限公司,統鮮美食股份有限公司,1
20200325,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200325,玖億珍鮮食品有限公司,統鮮美食股份有限公司,1
20200325,三統食品有限公司,愛欣食品有限公司,2
20200325,泓霖食品有限公司,味味美食有限公司,3
20200325,超秦企業股份有限公司,全盛美食有限公司,2
20200325,鼎耀食品股份有限公司,統鮮美食股份有限公司,1
20200325,上德食品有限公司,久翔食品股份有限公司,1
20200325,萬偉股份有限公司,上將食品有限公司,2
20200326,家騏有限公司,統鮮美食股份有限公司,1
20200326,三統食品有限公司,上將食品有限公司,4
20200326,菖駿企業社,愛欣食品有限公司,1
20200326,上德食品有限公司,統鮮美食股份有限公司,1
20200326,泓霖食品工業有限公司,上將食品有限公司,1
20200326,今元肉品股份有限公司,雙翼食品有限公司,2
20200326,泓霖食品有限公司,久翔食品股份有限公司,2
20200326,冠霖物流有限公司,上將食品有限公司,2
20200326,上耀商行,統鮮美食股份有限公司,2
20200326,冠霖物流有限公司,全盛美食有限公司,1
20200326,冠霖物流有限公司,雙翼食品有限公司,1
20200326,樂廚食品行,全盛美食有限公司,1
20200326,中華民國全國漁會,久翔食品股份有限公司,1
20200326,高聖泰國際企業有限公司,寬大食品有限公司,1
20200326,巨富工業有限公司,寬大食品有限公司,1
20200326,家騏有限公司,久翔食品股份有限公司,1
20200326,澤宇冷凍食品有限公司,寬大食品有限公司,4
20200326,蓮漁發水產行,愛欣食品有限公司,1
20200326,中央畜產有限公司,雙翼食品有限公司,1
20200326,盛隆食品有限公司,愛欣食品有限公司,1
20200326,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,1
20200326,三統食品有限公司,味味美食有限公司,2
20200326,中華民國全國漁會,統鮮美食股份有限公司,1
20200326,台灣卜蜂企業股份有限公司,雙翼食品有限公司,1
20200326,中華民國全國漁會,雙翼食品有限公司,1
20200326,泓霖食品有限公司,味味美食有限公司,1
20200326,萬偉股份有限公司,上將食品有限公司,1
20200326,巨富食品股份有限公司,食家安飲食文化股份有限公司,1
20200326,冠霖物流有限公司,愛欣食品有限公司,1
20200326,洽富實業股份有限公司,食家安飲食文化股份有限公司,2
20200326,鼎耀食品股份有限公司,統鮮美食股份有限公司,1
20200326,祥圃實業股份有限公司,食家安飲食文化股份有限公司,1
20200326,佳晉食品有限公司,沅益食品有限公司,1
20200327,澤宇冷凍食品有限公司,寬大食品有限公司,3
20200327,三統食品有限公司,上將食品有限公司,2
20200327,上耀商行,上將食品有限公司,2
20200327,萬偉股份有限公司,全盛美食有限公司,3
20200327,三統食品有限公司,沅益食品有限公司,1
20200327,中央畜產有限公司,雙翼食品有限公司,1
20200327,中華民國全國漁會,雙翼食品有限公司,1
20200327,泓霖食品工業有限公司,上將食品有限公司,2
20200327,盛隆食品有限公司,愛欣食品有限公司,2
20200327,三統食品有限公司,愛欣食品有限公司,2
20200327,家騏有限公司,久翔食品股份有限公司,4
20200327,巨富食品股份有限公司,食家安飲食文化股份有限公司,3
20200327,台全珍豬工業股份有限公司,雙翼食品有限公司,3
20200327,冠霖物流有限公司,上將食品有限公司,1
20200327,泰安食品股份有限公司,上將食品有限公司,1
20200327,超秦企業股份有限公司,全盛美食有限公司,2
20200327,中華民國全國漁會,上將食品有限公司,1
20200327,三統食品有限公司,味味美食有限公司,3
20200327,正成商行,上將食品有限公司,1
20200327,源景福食品有限公司,雙翼食品有限公司,1
20200327,泓霖食品有限公司,味味美食有限公司,2
20200327,台灣卜蜂企業股份有限公司,雙翼食品有限公司,1
20200327,冠霖物流有限公司,愛欣食品有限公司,2
20200327,巨富工業有限公司,寬大食品有限公司,1
20200327,佳晉食品有限公司,沅益食品有限公司,1
20200327,菖駿企業社,味味美食有限公司,1
20200327,洽富實業股份有限公司,雙翼食品有限公司,1
20200327,復進企業股份有限公司,統鮮美食股份有限公司,2
20200328,祖德素食有限公司,統鮮美食股份有限公司,1
20200328,泓霖食品工業有限公司,上將食品有限公司,1
20200328,雅勝冷凍食品股份有限公司,沅益食品有限公司,1
20200328,三統食品有限公司,珍品軒食品有限公司,2
20200328,鼎耀食品股份有限公司,統鮮美食股份有限公司,1
20200328,三統食品有限公司,統鮮美食股份有限公司,2
20200329,百士達食品有限公司,愛欣食品有限公司,1
20200329,泓霖食品工業有限公司,上將食品有限公司,1
20200330,中央畜產有限公司,雙翼食品有限公司,1
20200330,盛隆食品有限公司,愛欣食品有限公司,1
20200330,上德食品有限公司,統鮮美食股份有限公司,2
20200330,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,4
20200330,泓霖食品工業有限公司,上將食品有限公司,1
20200330,道霖有限公司,全盛美食有限公司,1
20200330,大成長城企業股份有限公司柳營肉品廠,上將食品有限公司,1
20200330,百士達食品有限公司,統鮮美食股份有限公司,1
20200330,家騏有限公司,久翔食品股份有限公司,1
20200330,復進企業股份有限公司,統鮮美食股份有限公司,1
20200330,中華民國全國漁會,久翔食品股份有限公司,1
20200330,三統食品有限公司,久翔食品股份有限公司,1
20200330,三統食品有限公司,全盛美食有限公司,2
20200330,台全珍豬工業股份有限公司,雙翼食品有限公司,2
20200330,澤宇冷凍食品有限公司,寬大食品有限公司,2
20200330,冠霖物流有限公司,上將食品有限公司,1
20200330,冠霖物流有限公司,雙翼食品有限公司,2
20200330,泰安食品有限公司,全盛美食有限公司,1
20200330,文發雜糧行,寬大食品有限公司,1
20200330,巨富食品股份有限公司,食家安飲食文化股份有限公司,2
20200330,玖億珍鮮食品有限公司,統鮮美食股份有限公司,1
20200330,洽富實業股份有限公司,食家安飲食文化股份有限公司,2
20200330,家騏有限公司,統鮮美食股份有限公司,2
20200330,佳晉食品有限公司,沅益食品有限公司,2
20200330,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200330,三統食品有限公司,味味美食有限公司,3
20200330,萬偉股份有限公司,上將食品有限公司,3
20200330,上耀商行,統鮮美食股份有限公司,1
20200330,泓霖食品有限公司,味味美食有限公司,2
20200330,津悅食品有限公司,味味美食有限公司,1
20200330,程弘實業有限公司,味味美食有限公司,1
20200330,萬偉股份有限公司,宏遠國際餐飲股份有限公司,1
20200330,上耀商行,上將食品有限公司,1
20200330,冠霖物流有限公司,愛欣食品有限公司,1
20200330,三統食品有限公司,珍品軒食品有限公司,1
20200330,安得利食品股份有限公司,久翔食品股份有限公司,2
20200330,今元肉品股份有限公司,雙翼食品有限公司,1
20200330,新力香食品有限公司,新北食品股份有限公司,2
20200331,北記企業社,食家安飲食文化股份有限公司,1
20200331,上耀商行,統鮮美食股份有限公司,2
20200331,超秦企業股份有限公司,雙翼食品有限公司,1
20200331,玖億珍鮮食品有限公司,宏遠國際餐飲股份有限公司,1
20200331,冠霖物流有限公司,雙翼食品有限公司,1
20200331,三統食品有限公司,全盛美食有限公司,1
20200331,復進企業股份有限公司,全盛美食有限公司,3
20200331,澤宇冷凍食品有限公司,寬大食品有限公司,1
20200331,全國食材廣場有限公司,雙翼食品有限公司,1
20200331,欣光食品股份有限公司,宏遠國際餐飲股份有限公司,1
20200331,冠霖物流有限公司,新北食品股份有限公司,1
20200331,三統食品有限公司,味味美食有限公司,2
20200331,泓霖食品有限公司,久翔食品股份有限公司,3
20200331,冠霖物流有限公司,上將食品有限公司,1
20200331,家品商行,全盛美食有限公司,1
20200331,長福食品有限公司,宏遠國際餐飲股份有限公司,1
20200331,泓霖食品工業有限公司,上將食品有限公司,2
20200331,三統食品有限公司,珍品軒食品有限公司,1
20200331,上德食品有限公司,宏遠國際餐飲股份有限公司,2
20200331,超秦企業股份有限公司,全盛美食有限公司,2
20200331,十方物聯有限公司,統鮮美食股份有限公司,1
20200331,中央畜產有限公司,雙翼食品有限公司,1
20200331,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,2
20200331,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,1
20200331,盛隆食品有限公司,愛欣食品有限公司,1
20200331,復進企業股份有限公司,統鮮美食股份有限公司,1
20200331,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200331,澤宇冷凍食品有限公司,味味美食有限公司,2
20200331,佳晉食品有限公司,沅益食品有限公司,1
20200331,鼎耀食品股份有限公司,統鮮美食股份有限公司,1
20200331,泓霖食品有限公司,味味美食有限公司,3
20200331,佳晉食品有限公司,統鮮美食股份有限公司,1
20200331,泓霖食品工業有限公司,全盛美食有限公司,1
20200331,家騏有限公司,久翔食品股份有限公司,2
20200331,萬偉股份有限公司,上將食品有限公司,2
20200401,三統食品有限公司,久翔食品股份有限公司,1
20200401,今元肉品股份有限公司,雙翼食品有限公司,1
20200401,冠霖物流有限公司,雙翼食品有限公司,2
20200401,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200401,家騏有限公司,久翔食品股份有限公司,4
20200401,復進企業股份有限公司,統鮮美食股份有限公司,1
20200401,祖德素食有限公司,統鮮美食股份有限公司,1
20200401,洽富實業股份有限公司,食家安飲食文化股份有限公司,2
20200401,冠霖物流有限公司,宏遠國際餐飲股份有限公司,1
20200401,萬偉股份有限公司,新北食品股份有限公司,1
20200401,正成商行,上將食品有限公司,1
20200401,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,2
20200401,冠霖物流有限公司,統鮮美食股份有限公司,2
20200401,三統食品有限公司,統鮮美食股份有限公司,2
20200401,萬偉股份有限公司,全盛美食有限公司,4
20200401,冠霖物流有限公司,新北食品股份有限公司,1
20200401,上耀商行,統鮮美食股份有限公司,1
20200401,鼎耀食品股份有限公司,久翔食品股份有限公司,1
20200401,三統食品有限公司,全盛美食有限公司,1
20200401,澤宇冷凍食品有限公司,寬大食品有限公司,2
20200401,巨富工業有限公司,新北食品股份有限公司,1
20200401,祥圃實業股份有限公司,食家安飲食文化股份有限公司,2
20200401,萬偉股份有限公司,久翔食品股份有限公司,1
20200401,中華民國全國漁會,味味美食有限公司,1
20200401,三統食品有限公司,沅益食品有限公司,1
20200401,家騏有限公司,雙翼食品有限公司,2
20200402,泓霖食品工業有限公司,上將食品有限公司,1
20200402,雅勝冷凍食品股份有限公司,沅益食品有限公司,1
20200402,萬偉股份有限公司,上將食品有限公司,2
20200402,復進企業股份有限公司,沅益食品有限公司,1
20200403,澤宇冷凍食品有限公司,味味美食有限公司,2
20200404,萬偉股份有限公司,上將食品有限公司,1
20200404,超秦企業股份有限公司,全盛美食有限公司,2
20200405,冠霖物流有限公司,愛欣食品有限公司,2
20200405,蓮漁發水產行,愛欣食品有限公司,1
20200405,上德食品有限公司,宏遠國際餐飲股份有限公司,2
20200405,盛隆食品有限公司,愛欣食品有限公司,1
20200405,泓霖食品工業有限公司,上將食品有限公司,1
20200406,萬偉股份有限公司,宏遠國際餐飲股份有限公司,1
20200406,中華民國全國漁會,食家安飲食文化股份有限公司,1
20200406,泓霖食品有限公司,久翔食品股份有限公司,4
20200406,冠霖物流有限公司,全盛美食有限公司,1
20200406,冠霖物流有限公司,統鮮美食股份有限公司,1
20200406,家騏有限公司,統鮮美食股份有限公司,1
20200406,冠霖物流有限公司,上將食品有限公司,1
20200406,祥圃實業股份有限公司,食家安飲食文化股份有限公司,1
20200406,三統食品有限公司,上將食品有限公司,2
20200406,冠霖物流有限公司,新北食品股份有限公司,1
20200406,津悅食品有限公司,宏遠國際餐飲股份有限公司,1
20200406,源泉興食品有限公司,宏遠國際餐飲股份有限公司,1
20200406,澤宇冷凍食品有限公司,寬大食品有限公司,1
20200406,三統食品有限公司,珍品軒食品有限公司,3
20200406,百士達食品有限公司,愛欣食品有限公司,1
20200406,東昇米糧食品有限公司,統鮮美食股份有限公司,2
20200406,超秦企業股份有限公司,雙翼食品有限公司,1
20200406,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,1
20200406,泰安食品有限公司,全盛美食有限公司,3
20200406,三統食品有限公司,沅益食品有限公司,1
20200406,泓霖食品有限公司,新北食品股份有限公司,2
20200406,川武食品股份有限公司,味味美食有限公司,1
20200406,超秦企業股份有限公司,全盛美食有限公司,3
20200406,佳晉食品有限公司,沅益食品有限公司,1
20200406,道霖有限公司,久翔食品股份有限公司,1
20200406,泓霖食品工業有限公司,上將食品有限公司,3
20200406,中華民國全國漁會,新北食品股份有限公司,1
20200406,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,3
20200406,巨富食品股份有限公司,食家安飲食文化股份有限公司,4
20200406,瑞飛興業有限公司,雙翼食品有限公司,1
20200406,尚品肉鬆實業有限公司,食家安飲食文化股份有限公司,2
20200406,泓霖食品有限公司,味味美食有限公司,1
20200406,復進企業股份有限公司,統鮮美食股份有限公司,1
20200406,大成長城企業股份有限公司柳營肉品廠,上將食品有限公司,1
20200406,冠霖物流有限公司,愛欣食品有限公司,1
20200406,中華民國全國漁會,上將食品有限公司,1
20200406,三統食品有限公司,全盛美食有限公司,2
20200406,家騏有限公司,久翔食品股份有限公司,2
20200406,新力香食品有限公司,新北食品股份有限公司,1
20200407,中華民國全國漁會,雙翼食品有限公司,2
20200407,冠霖物流有限公司,新北食品股份有限公司,1
20200407,十方物聯有限公司,久翔食品股份有限公司,1
20200407,三統食品有限公司,統鮮美食股份有限公司,1
20200407,三橋食品股份有限公司,雙翼食品有限公司,1
20200407,津悅食品有限公司,宏遠國際餐飲股份有限公司,1
20200407,長福食品有限公司,宏遠國際餐飲股份有限公司,1
20200407,上德食品有限公司,宏遠國際餐飲股份有限公司,2
20200407,佳晉食品有限公司,統鮮美食股份有限公司,1
20200407,泓霖食品工業有限公司,全盛美食有限公司,2
20200407,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200407,三統食品有限公司,愛欣食品有限公司,1
20200407,百士達食品有限公司,愛欣食品有限公司,1
20200407,鼎耀食品股份有限公司,久翔食品股份有限公司,1
20200407,巨富工業有限公司,新北食品股份有限公司,2
20200407,祥圃實業股份有限公司,食家安飲食文化股份有限公司,1
20200407,百士達食品有限公司,統鮮美食股份有限公司,2
20200407,巨富工業有限公司,寬大食品有限公司,1
20200407,菖駿企業社,愛欣食品有限公司,1
20200407,泓霖食品有限公司,久翔食品股份有限公司,1
20200407,澤宇冷凍食品有限公司,味味美食有限公司,2
20200407,立園商行,上將食品有限公司,1
20200407,玖億珍鮮食品有限公司,統鮮美食股份有限公司,1
20200407,鼎昌實業有限公司,雙翼食品有限公司,3
20200407,北記企業社,上將食品有限公司,1
20200407,萬偉股份有限公司,宏遠國際餐飲股份有限公司,1
20200407,中央畜產有限公司,雙翼食品有限公司,2
20200407,巨富食品股份有限公司,食家安飲食文化股份有限公司,3
20200407,盛隆食品有限公司,愛欣食品有限公司,2
20200407,萬偉股份有限公司,上將食品有限公司,1
20200407,泓霖食品工業有限公司,上將食品有限公司,2
20200407,洽富實業股份有限公司,食家安飲食文化股份有限公司,1
20200407,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,3
20200407,中華民國全國漁會,食家安飲食文化股份有限公司,1
20200407,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,2
20200407,台灣卜蜂企業股份有限公司,雙翼食品有限公司,1
20200407,家騏有限公司,統鮮美食股份有限公司,2
20200407,今元肉品股份有限公司,雙翼食品有限公司,1
20200407,超秦企業股份有限公司,全盛美食有限公司,1
20200407,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200407,尚品肉鬆實業有限公司,上將食品有限公司,1
20200407,川武食品股份有限公司,宏遠國際餐飲股份有限公司,1
20200407,復進企業股份有限公司,全盛美食有限公司,2
20200407,復進企業股份有限公司,統鮮美食股份有限公司,1
20200407,澤宇冷凍食品有限公司,寬大食品有限公司,3
20200407,家騏有限公司,久翔食品股份有限公司,4
20200407,冠霖物流有限公司,愛欣食品有限公司,1
20200407,桂冠實業股份有限公司,統鮮美食股份有限公司,1
20200407,泓霖食品有限公司,新北食品股份有限公司,2
20200407,三統食品有限公司,宏遠國際餐飲股份有限公司,1
20200407,泓霖食品有限公司,味味美食有限公司,2
20200408,鼎昌實業有限公司,雙翼食品有限公司,1
20200408,三統食品有限公司,味味美食有限公司,2
20200408,泓霖食品有限公司,味味美食有限公司,1
20200408,冠霖物流有限公司,上將食品有限公司,2
20200408,超秦企業股份有限公司,雙翼食品有限公司,1
20200408,萬偉股份有限公司,上將食品有限公司,2
20200408,中華民國全國漁會,全盛美食有限公司,1
20200408,冠霖物流有限公司,統鮮美食股份有限公司,1
20200408,泰安食品股份有限公司,上將食品有限公司,1
20200408,復進企業股份有限公司,全盛美食有限公司,1
20200408,鼎耀國際食品股份有限公司,統鮮美食股份有限公司,1
20200408,永新肉品興業有限公司,宏遠國際餐飲股份有限公司,1
20200408,三統食品有限公司,珍品軒食品有限公司,2
20200408,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,3
20200408,三橋食品股份有限公司,雙翼食品有限公司,1
20200408,家騏有限公司,雙翼食品有限公司,1
20200408,中華民國全國漁會,雙翼食品有限公司,1
20200408,盛隆食品有限公司,愛欣食品有限公司,2
20200408,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,1
20200408,泓霖食品有限公司,新北食品股份有限公司,3
20200408,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200408,巨富工業有限公司,寬大食品有限公司,2
20200408,中央畜產有限公司,雙翼食品有限公司,1
20200408,冠霖物流有限公司,雙翼食品有限公司,1
20200408,澤宇冷凍食品有限公司,寬大食品有限公司,3
20200408,玖億珍鮮食品有限公司,宏遠國際餐飲股份有限公司,1
20200408,三統食品有限公司,愛欣食品有限公司,1
20200408,泓霖食品工業有限公司,上將食品有限公司,2
20200408,三統食品有限公司,上將食品有限公司,1
20200408,上德食品有限公司,宏遠國際餐飲股份有限公司,1
20200408,家騏有限公司,全盛美食有限公司,1
20200408,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200408,正成商行,上將食品有限公司,1
20200408,尚品肉鬆實業有限公司,食家安飲食文化股份有限公司,1
20200408,三統食品有限公司,宏遠國際餐飲股份有限公司,3
20200408,冠霖物流有限公司,新北食品股份有限公司,2
20200408,三統食品有限公司,統鮮美食股份有限公司,1
20200408,味島食品股份有限公司,寬大食品有限公司,1
20200408,冠霖物流有限公司,愛欣食品有限公司,1
20200409,三統食品有限公司,久翔食品股份有限公司,1
20200409,冠霖物流有限公司,雙翼食品有限公司,1
20200409,新力香食品有限公司,新北食品股份有限公司,2
20200409,佳晉食品有限公司,統鮮美食股份有限公司,1
20200409,津悅食品有限公司,愛欣食品有限公司,1
20200409,三統食品有限公司,全盛美食有限公司,1
20200409,台全珍豬工業股份有限公司,雙翼食品有限公司,2
20200409,東豪冷凍食品股份有限公司,雙翼食品有限公司,1
20200409,洽富實業股份有限公司,雙翼食品有限公司,2
20200409,家騏有限公司,久翔食品股份有限公司,2
20200409,復進企業股份有限公司,統鮮美食股份有限公司,2
20200409,泓霖食品有限公司,新北食品股份有限公司,1
20200409,泓霖食品有限公司,味味美食有限公司,2
20200409,東昇米糧食品有限公司,統鮮美食股份有限公司,2
20200409,澤宇冷凍食品有限公司,味味美食有限公司,2
20200409,十方物聯有限公司,統鮮美食股份有限公司,1
20200409,泓霖食品工業有限公司,上將食品有限公司,1
20200409,冠霖物流有限公司,新北食品股份有限公司,2
20200409,祥亮行銷事業股份有限公司,統鮮美食股份有限公司,1
20200409,家騏有限公司,統鮮美食股份有限公司,2
20200409,洽富實業股份有限公司,食家安飲食文化股份有限公司,2
20200409,盛隆食品有限公司,愛欣食品有限公司,2
20200409,中央畜產有限公司,雙翼食品有限公司,1
20200409,中華民國全國漁會,味味美食有限公司,1
20200409,泓霖食品有限公司,久翔食品股份有限公司,1
20200409,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,1
20200409,巨富工業有限公司,新北食品股份有限公司,1
20200409,巨富食品股份有限公司,食家安飲食文化股份有限公司,2
20200409,祥亮行銷事業股份有限公司,雙翼食品有限公司,1
20200409,三統食品有限公司,愛欣食品有限公司,2
20200409,百士達食品有限公司,愛欣食品有限公司,2
20200409,萬偉股份有限公司,新北食品股份有限公司,1
20200409,復進企業股份有限公司,全盛美食有限公司,3
20200409,澤宇冷凍食品有限公司,寬大食品有限公司,2
20200409,三統食品有限公司,統鮮美食股份有限公司,1
20200409,川武食品股份有限公司,雙翼食品有限公司,1
20200409,冠霖物流有限公司,上將食品有限公司,2
20200409,祥圃實業股份有限公司,食家安飲食文化股份有限公司,2
20200409,萬偉股份有限公司,上將食品有限公司,1
20200409,萬偉股份有限公司,宏遠國際餐飲股份有限公司,1
20200409,鼎昌實業有限公司,雙翼食品有限公司,1
20200409,台灣卜蜂企業股份有限公司,全盛美食有限公司,2
20200410,三統食品有限公司,味味美食有限公司,2
20200410,泓霖食品有限公司,味味美食有限公司,1
20200410,日成果菜行,新北食品股份有限公司,1
20200410,泰安食品有限公司,全盛美食有限公司,2
20200410,復進企業股份有限公司,全盛美食有限公司,2
20200410,澤宇冷凍食品有限公司,寬大食品有限公司,3
20200410,台全珍豬工業股份有限公司,雙翼食品有限公司,3
20200410,東豪冷凍食品股份有限公司,雙翼食品有限公司,1
20200410,永新肉品興業有限公司,宏遠國際餐飲股份有限公司,1
20200410,三統食品有限公司,珍品軒食品有限公司,2
20200410,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,3
20200410,玖億珍鮮食品有限公司,統鮮美食股份有限公司,2
20200410,津悅食品有限公司,新北食品股份有限公司,1
20200410,盛隆食品有限公司,愛欣食品有限公司,2
20200410,雅勝冷凍食品股份有限公司,統鮮美食股份有限公司,1
20200410,巨富工業有限公司,新北食品股份有限公司,1
20200410,巨富食品股份有限公司,食家安飲食文化股份有限公司,1
20200410,泓霖食品有限公司,新北食品股份有限公司,3
20200410,超秦企業股份有限公司,全盛美食有限公司,4
20200410,中央畜產有限公司,雙翼食品有限公司,1
20200410,泓霖食品工業有限公司,上將食品有限公司,1
20200410,玖億珍鮮食品有限公司,宏遠國際餐飲股份有限公司,1
20200410,三統食品有限公司,上將食品有限公司,1
20200410,洽富實業股份有限公司,雙翼食品有限公司,1
20200410,復進企業股份有限公司,統鮮美食股份有限公司,1
20200410,萬偉股份有限公司,宏遠國際餐飲股份有限公司,2
20200410,冠霖物流有限公司,全盛美食有限公司,1
20200410,今元肉品股份有限公司,雙翼食品有限公司,1
20200410,三統食品有限公司,宏遠國際餐飲股份有限公司,1
20200410,冠霖物流有限公司,新北食品股份有限公司,3
20200410,家騏有限公司,久翔食品股份有限公司,3
20200410,萬偉股份有限公司,久翔食品股份有限公司,1
20200411,三統食品有限公司,統鮮美食股份有限公司,1
20200411,上揚食品有限公司,統鮮美食股份有限公司,1
20200411,東昇米糧食品有限公司,統鮮美食股份有限公司,2
20200411,祖德素食有限公司,統鮮美食股份有限公司,1
20200412,百士達食品有限公司,愛欣食品有限公司,1
20200412,冠霖物流有限公司,上將食品有限公司,1
20200413,百士達食品有限公司,統鮮美食股份有限公司,1
20200413,泓霖食品工業有限公司,上將食品有限公司,4
20200413,萬偉股份有限公司,宏遠國際餐飲股份有限公司,1
20200413,冠鈞股份有限公司,全盛美食有限公司,1
20200413,家騏有限公司,全盛美食有限公司,2
20200413,家騏有限公司,統鮮美食股份有限公司,2
20200413,三統食品有限公司,味味美食有限公司,4
20200413,川武食品股份有限公司,久翔食品股份有限公司,1
20200413,今元肉品股份有限公司,雙翼食品有限公司,2
20200413,泓霖食品有限公司,久翔食品股份有限公司,2
20200413,冠霖物流有限公司,上將食品有限公司,1
20200413,冠霖物流有限公司,新北食品股份有限公司,1
20200413,三統食品有限公司,全盛美食有限公司,1
20200413,大成長城企業股份有限公司柳營肉品廠,上將食品有限公司,1
20200413,澤宇冷凍食品有限公司,寬大食品有限公司,3
20200413,巨富工業有限公司,寬大食品有限公司,1
20200413,津悅食品有限公司,宏遠國際餐飲股份有限公司,1
20200413,百士達食品有限公司,愛欣食品有限公司,1
20200413,泓霖食品有限公司,新北食品股份有限公司,2
20200413,冠霖物流有限公司,雙翼食品有限公司,1
20200413,菖駿企業社,味味美食有限公司,1
20200413,三統食品有限公司,久翔食品股份有限公司,1
20200413,復進企業股份有限公司,統鮮美食股份有限公司,2
20200413,台全珍豬工業股份有限公司,雙翼食品有限公司,1
20200413,東昇米糧食品有限公司,統鮮美食股份有限公司,1
20200413,澤宇冷凍食品有限公司,味味美食有限公司,1
20200413,立園商行,上將食品有限公司,1
20200413,泓霖食品工業有限公司,宏遠國際餐飲股份有限公司,1
20200413,萬偉股份有限公司,上將食品有限公司,3
20200413,三統食品有限公司,愛欣食品有限公司,1
20200413,家騏有限公司,久翔食品股份有限公司,1
20200413,洽富實業股份有限公司,雙翼食品有限公司,1
20200413,超秦企業股份有限公司,全盛美食有限公司,1
20200413,林岵屺企業股份有限公司,食家安飲食文化股份有限公司,1
20200413,三統食品有限公司,珍品軒食品有限公司,1
20200413,上德食品有限公司,宏遠國際餐飲股份有限公司,2
20200413,台灣卜蜂企業股份有限公司,雙翼食品有限公司,1
20200413,大台北興業有限公司,食家安飲食文化股份有限公司,1
20200413,三統食品有限公司,宏遠國際餐飲股份有限公司,1
20200413,盛隆食品有限公司,愛欣食品有限公司,2
